Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A10001_001,SE_A00001_001,SE_A10008_001,SE_A10008_002,SE_A10008_003,SE_A10008_004,SE_A10008_005,SE_A10008_006,SE_A10008_007,SE_A10008_008,SE_A10008_009,PCT_SE_A10008_002,PCT_SE_A10008_003,PCT_SE_A10008_004,PCT_SE_A10008_005,PCT_SE_A10008_006,PCT_SE_A10008_007,PCT_SE_A10008_008,PCT_SE_A10008_009,SE_A10024_001,SE_A10024_002,SE_A10024_003,SE_A10024_004,SE_A10024_005,SE_A10024_006,SE_A10024_007,SE_A10024_008,PCT_SE_A10024_002,PCT_SE_A10024_003,PCT_SE_A10024_004,PCT_SE_A10024_005,PCT_SE_A10024_006,PCT_SE_A10024_007,PCT_SE_A10024_008,SE_A10003_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,PCT_SE_A10060_002,PCT_SE_A10060_003,SE_B10060_001,SE_B10060_002,SE_B10060_003,PCT_SE_B10060_002,PCT_SE_B10060_003,SE_A10044_001,SE_A10044_002,SE_A10044_003,PCT_SE_A10044_002,PCT_SE_A10044_003,SE_A10047_001,SE_A10047_002,SE_A10047_003,SE_A10047_004,PCT_SE_A10047_002,PCT_SE_A10047_003,PCT_SE_A10047_004,SE_A10032_001,SE_A10032_002,SE_A10032_003,SE_A10032_004,SE_A10032_005,SE_A10032_006,SE_A10032_007,SE_A10032_008,SE_A10032_009,SE_A10032_010,SE_A10032_011,SE_A10032_012,PCT_SE_A10032_002,PCT_SE_A10032_003,PCT_SE_A10032_004,PCT_SE_A10032_005,PCT_SE_A10032_006,PCT_SE_A10032_007,PCT_SE_A10032_008,PCT_SE_A10032_009,PCT_SE_A10032_010,PCT_SE_A10032_011,PCT_SE_A10032_012,SE_A10055_001,SE_A10055_002,SE_A10055_003,SE_A10055_004,SE_A10055_005,SE_A10055_006,SE_A10055_007,SE_A10055_008,SE_A10055_009,SE_A10055_010,SE_A10055_011,PCT_SE_A10055_002,PCT_SE_A10055_003,PCT_SE_A10055_004,PCT_SE_A10055_005,PCT_SE_A10055_006,PCT_SE_A10055_007,PCT_SE_A10055_008,PCT_SE_A10055_009,PCT_SE_A10055_010,PCT_SE_A10055_011,SE_A10036_001,SE_A18001_001,SE_A18001_002,SE_A18001_003,SE_A18001_004,SE_A18001_005,SE_A18001_006,SE_A18001_007,SE_A18001_008,SE_A18001_009,PCT_SE_A18001_002,PCT_SE_A18001_003,PCT_SE_A18001_004,PCT_SE_A18001_005,PCT_SE_A18001_006,PCT_SE_A18001_007,PCT_SE_A18001_008,PCT_SE_A18001_009,SE_A18009_001
"ACSSF","pa","140","00","0009099",,,,,"42","101",,,"030502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101030502","Census Tract 305.02",,,"Census Tract 305.02, Philadelphia County, Pennsylvania","42101030502","699364","0",,,,,,,,2002,7469,1859,1463,713,750,148,602,396,172,224,78.7,38.35,40.34,7.96,32.38,21.3,9.25,12.05,1859,297,473,369,306,271,17,126,15.98,25.44,19.85,16.46,14.58,0.91,6.78,4.01,1859,1347,512,72.46,27.54,1347,260,1087,19.3,80.7,2002,1859,143,92.86,7.14,143,0,23,120,0,16.08,83.92,2002,1844,120,1724,74,26,8,39,0,0,6,5,92.11,5.99,86.11,3.7,1.3,0.4,1.95,0,0,0.3,0.25,1859,0,1,6,27,54,35,135,770,323,508,0,0.05,0.32,1.45,2.9,1.88,7.26,41.42,17.37,27.33,125100,512,0,0,114,52,43,213,79,11,0,0,22.27,10.16,8.4,41.6,15.43,2.15,1305
"ACSSF","pa","140","00","0009100",,,,,"42","101",,,"030600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101030600","Census Tract 306",,,"Census Tract 306, Philadelphia County, Pennsylvania","42101030600","1007764","0",,,,,,,,3043,7058,2805,1888,1112,776,148,628,917,311,606,67.31,39.64,27.66,5.28,22.39,32.69,11.09,21.6,2805,776,995,589,223,183,39,0,27.66,35.47,21,7.95,6.52,1.39,0,2.45,2805,1766,1039,62.96,37.04,1766,814,952,46.09,53.91,3043,2805,238,92.18,7.82,238,30,0,208,12.61,0,87.39,3043,1908,193,1715,480,211,152,0,80,201,11,0,62.7,6.34,56.36,15.77,6.93,5,0,2.63,6.61,0.36,0,2805,0,13,78,49,217,181,203,1017,302,745,0,0.46,2.78,1.75,7.74,6.45,7.24,36.26,10.77,26.56,172300,857,13,0,197,206,127,201,12,101,1.52,0,22.99,24.04,14.82,23.45,1.4,11.79,1025
"ACSSF","pa","140","00","0009101",,,,,"42","101",,,"030700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101030700","Census Tract 307",,,"Census Tract 307, Philadelphia County, Pennsylvania","42101030700","655249","0",,,,,,,,2005,4596,1885,1033,424,609,105,504,852,389,463,54.8,22.49,32.31,5.57,26.74,45.2,20.64,24.56,1885,680,617,254,211,28,47,48,36.07,32.73,13.47,11.19,1.49,2.49,2.55,2.41,1885,594,1291,31.51,68.49,594,233,361,39.23,60.77,2005,1885,120,94.01,5.99,120,72,0,48,60,0,40,2005,784,229,555,247,101,14,48,193,618,0,0,39.1,11.42,27.68,12.32,5.04,0.7,2.39,9.63,30.82,0,0,1885,0,54,134,136,58,479,250,281,216,277,0,2.86,7.11,7.21,3.08,25.41,13.26,14.91,11.46,14.69,178300,1279,0,63,77,230,469,382,58,0,0,4.93,6.02,17.98,36.67,29.87,4.53,0,1144
"ACSSF","pa","140","00","0009102",,,,,"42","101",,,"030800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101030800","Census Tract 308",,,"Census Tract 308, Philadelphia County, Pennsylvania","42101030800","795704","0",,,,,,,,2043,5443,1843,1253,706,547,206,341,590,174,416,67.99,38.31,29.68,11.18,18.5,32.01,9.44,22.57,1843,556,420,294,238,84,158,93,30.17,22.79,15.95,12.91,4.56,8.57,5.05,2.95,1843,1393,450,75.58,24.42,1393,529,864,37.98,62.02,2043,1843,200,90.21,9.79,200,61,21,118,30.5,10.5,59,2043,1787,471,1316,181,52,0,0,0,23,0,0,87.47,23.05,64.42,8.86,2.55,0,0,0,1.13,0,0,1843,0,0,0,0,42,63,338,795,238,367,0,0,0,0,2.28,3.42,18.34,43.14,12.91,19.91,183500,450,0,0,0,57,180,107,106,0,0,0,0,12.67,40,23.78,23.56,0,1233
"ACSSF","pa","140","00","0009103",,,,,"42","101",,,"030900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101030900","Census Tract 309",,,"Census Tract 309, Philadelphia County, Pennsylvania","42101030900","644878","0",,,,,,,,1564,4425,1498,1053,506,547,170,377,445,207,238,70.29,33.78,36.52,11.35,25.17,29.71,13.82,15.89,1498,377,291,311,281,117,121,0,25.17,19.43,20.76,18.76,7.81,8.08,0,2.95,1498,754,744,50.33,49.67,754,268,486,35.54,64.46,1564,1498,66,95.78,4.22,66,0,0,66,0,0,100,1564,943,90,853,324,0,56,8,59,159,15,0,60.29,5.75,54.54,20.72,0,3.58,0.51,3.77,10.17,0.96,0,1498,0,0,32,6,33,181,261,608,271,106,0,0,2.14,0.4,2.2,12.08,17.42,40.59,18.09,7.08,160300,744,0,0,110,47,335,106,146,0,0,0,14.78,6.32,45.03,14.25,19.62,0,1160
"ACSSF","pa","140","00","0009104",,,,,"42","101",,,"031000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031000","Census Tract 310",,,"Census Tract 310, Philadelphia County, Pennsylvania","42101031000","1063414","0",,,,,,,,2357,8135,2169,1812,1065,747,215,532,357,166,191,83.54,49.1,34.44,9.91,24.53,16.46,7.65,8.81,2169,245,692,258,551,244,77,102,11.3,31.9,11.89,25.4,11.25,3.55,4.7,3.75,2169,1317,852,60.72,39.28,1317,672,645,51.03,48.97,2357,2169,188,92.02,7.98,188,56,38,94,29.79,20.21,50,2357,2007,582,1425,86,199,65,0,0,0,0,0,85.15,24.69,60.46,3.65,8.44,2.76,0,0,0,0,0,2169,0,58,13,54,0,120,481,834,433,176,0,2.67,0.6,2.49,0,5.53,22.18,38.45,19.96,8.11,202200,802,0,0,14,67,209,191,321,0,0,0,1.75,8.35,26.06,23.82,40.02,0,1395
"ACSSF","pa","140","00","0009105",,,,,"42","101",,,"031101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031101","Census Tract 311.01",,,"Census Tract 311.01, Philadelphia County, Pennsylvania","42101031101","349649","0",,,,,,,,1939,4748,1788,1176,473,703,146,557,612,443,169,65.77,26.45,39.32,8.17,31.15,34.23,24.78,9.45,1788,471,610,371,161,53,122,0,26.34,34.12,20.75,9,2.96,6.82,0,2.65,1788,876,912,48.99,51.01,876,201,675,22.95,77.05,1939,1788,151,92.21,7.79,151,49,11,91,32.45,7.28,60.26,1939,1551,34,1517,309,51,0,0,0,0,0,28,79.99,1.75,78.24,15.94,2.63,0,0,0,0,0,1.44,1788,0,0,16,0,15,67,88,768,578,256,0,0,0.89,0,0.84,3.75,4.92,42.95,32.33,14.32,120200,912,58,24,90,155,284,173,103,25,6.36,2.63,9.87,17,31.14,18.97,11.29,2.74,1114
"ACSSF","pa","140","00","0009106",,,,,"42","101",,,"031102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031102","Census Tract 311.02",,,"Census Tract 311.02, Philadelphia County, Pennsylvania","42101031102","398109","0",,,,,,,,1474,4560,1372,950,367,583,124,459,422,146,276,69.24,26.75,42.49,9.04,33.45,30.76,10.64,20.12,1372,387,234,283,166,237,65,0,28.21,17.06,20.63,12.1,17.27,4.74,0,3.32,1372,908,464,66.18,33.82,908,173,735,19.05,80.95,1474,1372,102,93.08,6.92,102,0,0,102,0,0,100,1474,1400,135,1265,74,0,0,0,0,0,0,0,94.98,9.16,85.82,5.02,0,0,0,0,0,0,0,1372,0,0,0,68,0,56,215,384,395,254,0,0,0,4.96,0,4.08,15.67,27.99,28.79,18.51,126500,464,0,46,12,63,62,243,0,38,0,9.91,2.59,13.58,13.36,52.37,0,8.19,1300
"ACSSF","pa","140","00","0009107",,,,,"42","101",,,"031200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031200","Census Tract 312",,,"Census Tract 312, Philadelphia County, Pennsylvania","42101031200","383593","0",,,,,,,,1895,5319,1795,1091,369,722,107,615,704,273,431,60.78,20.56,40.22,5.96,34.26,39.22,15.21,24.01,1795,599,327,428,200,186,44,11,33.37,18.22,23.84,11.14,10.36,2.45,0.61,2.96,1795,833,962,46.41,53.59,833,169,664,20.29,79.71,1895,1795,100,94.72,5.28,100,69,0,31,69,0,31,1895,1236,27,1209,444,29,0,27,137,0,22,0,65.22,1.42,63.8,23.43,1.53,0,1.42,7.23,0,1.16,0,1795,0,0,0,32,30,185,280,511,476,281,0,0,0,1.78,1.67,10.31,15.6,28.47,26.52,15.65,124100,959,0,32,20,295,299,256,0,57,0,3.34,2.09,30.76,31.18,26.69,0,5.94,1111
"ACSSF","pa","140","00","0009108",,,,,"42","101",,,"031300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031300","Census Tract 313",,,"Census Tract 313, Philadelphia County, Pennsylvania","42101031300","688086","0",,,,,,,,2490,7700,2398,2073,1036,1037,443,594,325,252,73,86.45,43.2,43.24,18.47,24.77,13.55,10.51,3.04,2398,306,316,905,706,69,64,32,12.76,13.18,37.74,29.44,2.88,2.67,1.33,3.21,2398,957,1441,39.91,60.09,957,298,659,31.14,68.86,2490,2398,92,96.31,3.69,92,63,0,29,68.48,0,31.52,2490,1887,163,1724,286,146,54,19,59,0,39,0,75.78,6.55,69.24,11.49,5.86,2.17,0.76,2.37,0,1.57,0,2398,0,0,0,56,61,19,444,1355,280,183,0,0,0,2.34,2.54,0.79,18.52,56.51,11.68,7.63,145900,1401,0,44,39,197,296,735,90,0,0,3.14,2.78,14.06,21.13,52.46,6.42,0,1292
"ACSSF","pa","140","00","0009109",,,,,"42","101",,,"031401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031401","Census Tract 314.01",,,"Census Tract 314.01, Philadelphia County, Pennsylvania","42101031401","594849","0",,,,,,,,2228,7969,2069,1753,966,787,343,444,316,80,236,84.73,46.69,38.04,16.58,21.46,15.27,3.87,11.41,2069,295,383,436,458,163,49,285,14.26,18.51,21.07,22.14,7.88,2.37,13.77,3.85,2069,835,1234,40.36,59.64,835,280,555,33.53,66.47,2228,2069,159,92.86,7.14,159,35,0,124,22.01,0,77.99,2228,2062,210,1852,166,0,0,0,0,0,0,0,92.55,9.43,83.12,7.45,0,0,0,0,0,0,0,2069,0,11,0,0,0,59,79,1169,500,251,0,0.53,0,0,0,2.85,3.82,56.5,24.17,12.13,141900,1179,0,0,155,9,132,545,260,78,0,0,13.15,0.76,11.2,46.23,22.05,6.62,1385
"ACSSF","pa","140","00","0009110",,,,,"42","101",,,"031402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031402","Census Tract 314.02",,,"Census Tract 314.02, Philadelphia County, Pennsylvania","42101031402","521131","0",,,,,,,,1830,6426,1769,1325,815,510,232,278,444,182,262,74.9,46.07,28.83,13.11,15.72,25.1,10.29,14.81,1769,367,273,265,474,199,191,0,20.75,15.43,14.98,26.79,11.25,10.8,0,3.63,1769,1033,736,58.39,41.61,1033,386,647,37.37,62.63,1830,1769,61,96.67,3.33,61,17,6,38,27.87,9.84,62.3,1830,1720,173,1547,110,0,0,0,0,0,0,0,93.99,9.45,84.54,6.01,0,0,0,0,0,0,0,1769,0,15,0,17,47,150,306,756,325,153,0,0.85,0,0.96,2.66,8.48,17.3,42.74,18.37,8.65,152400,732,0,0,31,92,159,382,68,0,0,0,4.23,12.57,21.72,52.19,9.29,0,1305
"ACSSF","pa","140","00","0009111",,,,,"42","101",,,"031501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031501","Census Tract 315.01",,,"Census Tract 315.01, Philadelphia County, Pennsylvania","42101031501","587249","0",,,,,,,,2487,7359,2290,1758,1046,712,87,625,532,403,129,76.77,45.68,31.09,3.8,27.29,23.23,17.6,5.63,2290,422,469,369,552,432,0,46,18.43,20.48,16.11,24.1,18.86,0,2.01,3.21,2290,1505,785,65.72,34.28,1505,668,837,44.39,55.61,2487,2290,197,92.08,7.92,197,0,45,152,0,22.84,77.16,2487,2153,88,2065,204,112,0,0,0,18,0,0,86.57,3.54,83.03,8.2,4.5,0,0,0,0.72,0,0,2290,0,0,17,34,0,116,243,846,414,620,0,0,0.74,1.48,0,5.07,10.61,36.94,18.08,27.07,204000,785,0,0,152,123,146,0,364,0,0,0,19.36,15.67,18.6,0,46.37,0,1201
"ACSSF","pa","140","00","0009112",,,,,"42","101",,,"031502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031502","Census Tract 315.02",,,"Census Tract 315.02, Philadelphia County, Pennsylvania","42101031502","621108","0",,,,,,,,1414,3758,1362,883,549,334,154,180,479,290,189,64.83,40.31,24.52,11.31,13.22,35.17,21.29,13.88,1362,351,381,185,318,40,87,0,25.77,27.97,13.58,23.35,2.94,6.39,0,2.74,1362,769,593,56.46,43.54,769,371,398,48.24,51.76,1414,1362,52,96.32,3.68,52,0,0,52,0,0,100,1414,1151,59,1092,153,84,0,18,0,8,0,0,81.4,4.17,77.23,10.82,5.94,0,1.27,0,0.57,0,0,1362,0,0,4,0,70,260,24,547,382,75,0,0,0.29,0,5.14,19.09,1.76,40.16,28.05,5.51,190100,570,0,66,45,0,48,240,171,0,0,11.58,7.89,0,8.42,42.11,30,0,1381
"ACSSF","pa","140","00","0009113",,,,,"42","101",,,"031600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031600","Census Tract 316",,,"Census Tract 316, Philadelphia County, Pennsylvania","42101031600","731130","0",,,,,,,,2261,6746,2132,1531,1068,463,102,361,601,327,274,71.81,50.09,21.72,4.78,16.93,28.19,15.34,12.85,2132,490,599,147,645,127,38,86,22.98,28.1,6.89,30.25,5.96,1.78,4.03,3.16,2132,1253,879,58.77,41.23,1253,901,352,71.91,28.09,2261,2132,129,94.29,5.71,129,0,15,114,0,11.63,88.37,2261,2094,162,1932,167,0,0,0,0,0,0,0,92.61,7.16,85.45,7.39,0,0,0,0,0,0,0,2132,0,0,0,0,24,28,126,985,530,439,0,0,0,0,1.13,1.31,5.91,46.2,24.86,20.59,151100,821,0,0,0,79,99,471,172,0,0,0,0,9.62,12.06,57.37,20.95,0,1373
"ACSSF","pa","140","00","0009114",,,,,"42","101",,,"031700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031700","Census Tract 317",,,"Census Tract 317, Philadelphia County, Pennsylvania","42101031700","889536","0",,,,,,,,2658,5860,2406,1244,571,673,147,526,1162,482,680,51.7,23.73,27.97,6.11,21.86,48.3,20.03,28.26,2406,1052,635,268,238,103,72,38,43.72,26.39,11.14,9.89,4.28,2.99,1.58,2.43,2406,1828,578,75.98,24.02,1828,460,1368,25.16,74.84,2658,2406,252,90.52,9.48,252,105,46,101,41.67,18.25,40.08,2658,2496,209,2287,43,0,0,119,0,0,0,0,93.91,7.86,86.04,1.62,0,0,4.48,0,0,0,0,2406,0,36,18,68,0,147,299,1450,262,126,0,1.5,0.75,2.83,0,6.11,12.43,60.27,10.89,5.24,151200,569,47,36,23,77,206,128,15,37,8.26,6.33,4.04,13.53,36.2,22.5,2.64,6.5,1123
"ACSSF","pa","140","00","0009115",,,,,"42","101",,,"031800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031800","Census Tract 318",,,"Census Tract 318, Philadelphia County, Pennsylvania","42101031800","509349","0",,,,,,,,1954,4299,1855,955,259,696,135,561,900,622,278,51.48,13.96,37.52,7.28,30.24,48.52,33.53,14.99,1855,784,204,518,268,59,22,0,42.26,11,27.92,14.45,3.18,1.19,0,2.32,1855,1208,647,65.12,34.88,1208,323,885,26.74,73.26,1954,1855,99,94.93,5.07,99,0,0,99,0,0,100,1954,1671,7,1664,100,76,0,0,33,74,0,0,85.52,0.36,85.16,5.12,3.89,0,0,1.69,3.79,0,0,1855,0,0,0,0,0,31,258,832,504,230,0,0,0,0,0,1.67,13.91,44.85,27.17,12.4,137100,647,11,0,167,121,334,0,14,0,1.7,0,25.81,18.7,51.62,0,2.16,0,1018
"ACSSF","pa","140","00","0009116",,,,,"42","101",,,"031900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031900","Census Tract 319",,,"Census Tract 319, Philadelphia County, Pennsylvania","42101031900","773215","0",,,,,,,,1980,5509,1826,1246,477,769,160,609,580,303,277,68.24,26.12,42.11,8.76,33.35,31.76,16.59,15.17,1826,360,455,520,257,122,112,0,19.72,24.92,28.48,14.07,6.68,6.13,0,3.01,1826,1077,749,58.98,41.02,1077,557,520,51.72,48.28,1980,1826,154,92.22,7.78,154,31,56,67,20.13,36.36,43.51,1980,1659,247,1412,261,0,0,60,0,0,0,0,83.79,12.47,71.31,13.18,0,0,3.03,0,0,0,0,1826,0,0,0,0,0,191,287,426,419,503,0,0,0,0,0,10.46,15.72,23.33,22.95,27.55,126000,739,15,39,58,124,125,330,48,0,2.03,5.28,7.85,16.78,16.91,44.65,6.5,0,1256
"ACSSF","pa","140","00","0009117",,,,,"42","101",,,"032000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032000","Census Tract 320",,,"Census Tract 320, Philadelphia County, Pennsylvania","42101032000","680731","0",,,,,,,,2704,8523,2595,2148,1261,887,236,651,447,235,212,82.77,48.59,34.18,9.09,25.09,17.23,9.06,8.17,2595,398,637,469,622,186,174,109,15.34,24.55,18.07,23.97,7.17,6.71,4.2,3.28,2595,1596,999,61.5,38.5,1596,1118,478,70.05,29.95,2704,2595,109,95.97,4.03,109,47,47,15,43.12,43.12,13.76,2704,2492,338,2154,190,0,22,0,0,0,0,0,92.16,12.5,79.66,7.03,0,0.81,0,0,0,0,0,2595,0,0,0,103,0,70,290,1343,356,433,0,0,0,3.97,0,2.7,11.18,51.75,13.72,16.69,131600,959,22,0,207,0,164,473,93,0,2.29,0,21.58,0,17.1,49.32,9.7,0,1296
"ACSSF","pa","140","00","0009118",,,,,"42","101",,,"032100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032100","Census Tract 321",,,"Census Tract 321, Philadelphia County, Pennsylvania","42101032100","552925","0",,,,,,,,1745,3710,1637,814,286,528,189,339,823,593,230,49.73,17.47,32.25,11.55,20.71,50.27,36.22,14.05,1637,532,582,137,239,94,33,20,32.5,35.55,8.37,14.6,5.74,2.02,1.22,2.26,1637,712,925,43.49,56.51,712,288,424,40.45,59.55,1745,1637,108,93.81,6.19,108,47,25,36,43.52,23.15,33.33,1745,1231,303,928,291,65,0,145,0,0,0,13,70.54,17.36,53.18,16.68,3.72,0,8.31,0,0,0,0.74,1637,0,0,21,10,120,99,310,261,193,623,0,0,1.28,0.61,7.33,6.05,18.94,15.94,11.79,38.06,161900,753,53,72,44,56,318,82,128,0,7.04,9.56,5.84,7.44,42.23,10.89,17,0,1119
"ACSSF","pa","140","00","0009119",,,,,"42","101",,,"032300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032300","Census Tract 323",,,"Census Tract 323, Philadelphia County, Pennsylvania","42101032300","600044","0",,,,,,,,1674,3652,1505,813,295,518,8,510,692,318,374,54.02,19.6,34.42,0.53,33.89,45.98,21.13,24.85,1505,634,271,331,145,59,38,27,42.13,18.01,21.99,9.63,3.92,2.52,1.79,2.42,1505,828,677,55.02,44.98,828,364,464,43.96,56.04,1674,1505,169,89.9,10.1,169,24,38,107,14.2,22.49,63.31,1674,1283,40,1243,124,84,29,10,144,0,0,0,76.64,2.39,74.25,7.41,5.02,1.73,0.6,8.6,0,0,0,1505,0,27,0,21,0,103,388,497,244,225,0,1.79,0,1.4,0,6.84,25.78,33.02,16.21,14.95,98700,668,79,34,220,119,89,114,13,0,11.83,5.09,32.93,17.81,13.32,17.07,1.95,0,801
"ACSSF","pa","140","00","0009120",,,,,"42","101",,,"032500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032500","Census Tract 325",,,"Census Tract 325, Philadelphia County, Pennsylvania","42101032500","839319","0",,,,,,,,2794,6100,2416,1347,471,876,195,681,1069,549,520,55.75,19.5,36.26,8.07,28.19,44.25,22.72,21.52,2416,795,676,426,185,232,59,43,32.91,27.98,17.63,7.66,9.6,2.44,1.78,2.51,2416,1212,1204,50.17,49.83,1212,658,554,54.29,45.71,2794,2416,378,86.47,13.53,378,82,0,296,21.69,0,78.31,2794,2103,223,1880,264,142,285,0,0,0,0,0,75.27,7.98,67.29,9.45,5.08,10.2,0,0,0,0,0,2416,0,16,22,100,19,218,101,439,397,1104,0,0.66,0.91,4.14,0.79,9.02,4.18,18.17,16.43,45.7,158300,1204,46,67,100,584,36,266,105,0,3.82,5.56,8.31,48.5,2.99,22.09,8.72,0,897
"ACSSF","pa","140","00","0009121",,,,,"42","101",,,"032600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032600","Census Tract 326",,,"Census Tract 326, Philadelphia County, Pennsylvania","42101032600","809320","0",,,,,,,,3021,7991,2919,1821,1132,689,94,595,1098,462,636,62.38,38.78,23.6,3.22,20.38,37.62,15.83,21.79,2919,667,832,500,491,203,195,31,22.85,28.5,17.13,16.82,6.95,6.68,1.06,2.74,2919,2260,659,77.42,22.58,2260,1531,729,67.74,32.26,3021,2919,102,96.62,3.38,102,0,46,56,0,45.1,54.9,3021,2583,441,2142,123,229,0,19,12,0,55,0,85.5,14.6,70.9,4.07,7.58,0,0.63,0.4,0,1.82,0,2919,0,55,0,60,7,28,527,698,380,1164,0,1.88,0,2.06,0.24,0.96,18.05,23.91,13.02,39.88,156300,588,0,0,130,57,236,24,141,0,0,0,22.11,9.69,40.14,4.08,23.98,0,1113
"ACSSF","pa","140","00","0009122",,,,,"42","101",,,"032900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032900","Census Tract 329",,,"Census Tract 329, Philadelphia County, Pennsylvania","42101032900","922923","10049",,,,,,,,2033,3702,1850,854,426,428,102,326,996,414,582,46.16,23.03,23.14,5.51,17.62,53.84,22.38,31.46,1850,863,556,182,206,0,43,0,46.65,30.05,9.84,11.14,0,2.32,0,1.99,1850,875,975,47.3,52.7,875,516,359,58.97,41.03,2033,1850,183,91,9,183,100,24,59,54.64,13.11,32.24,2033,1019,209,810,350,267,276,48,29,44,0,0,50.12,10.28,39.84,17.22,13.13,13.58,2.36,1.43,2.16,0,0,1850,0,0,28,10,227,71,122,678,258,456,0,0,1.51,0.54,12.27,3.84,6.59,36.65,13.95,24.65,163800,975,159,93,51,448,149,25,50,0,16.31,9.54,5.23,45.95,15.28,2.56,5.13,0,925
"ACSSF","pa","140","00","0009123",,,,,"42","101",,,"033000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033000","Census Tract 330",,,"Census Tract 330, Philadelphia County, Pennsylvania","42101033000","733440","0",,,,,,,,3221,10074,3148,2208,1085,1123,259,864,940,411,529,70.14,34.47,35.67,8.23,27.45,29.86,13.06,16.8,3148,520,565,926,593,314,76,154,16.52,17.95,29.42,18.84,9.97,2.41,4.89,3.19,3148,1852,1296,58.83,41.17,1852,920,932,49.68,50.32,3221,3148,73,97.73,2.27,73,73,0,0,100,0,0,3221,3076,276,2800,139,0,0,0,0,0,6,0,95.5,8.57,86.93,4.32,0,0,0,0,0,0.19,0,3148,0,0,0,27,0,251,313,1673,602,282,0,0,0,0.86,0,7.97,9.94,53.14,19.12,8.96,143300,1232,6,32,15,137,374,593,75,0,0.49,2.6,1.22,11.12,30.36,48.13,6.09,0,1272
"ACSSF","pa","140","00","0009124",,,,,"42","101",,,"033101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033101","Census Tract 331.01",,,"Census Tract 331.01, Philadelphia County, Pennsylvania","42101033101","486948","0",,,,,,,,1845,5458,1705,1250,796,454,93,361,455,307,148,73.31,46.69,26.63,5.45,21.17,26.69,18.01,8.68,1705,334,356,340,427,174,52,22,19.59,20.88,19.94,25.04,10.21,3.05,1.29,3.2,1705,1311,394,76.89,23.11,1311,972,339,74.14,25.86,1845,1705,140,92.41,7.59,140,60,0,80,42.86,0,57.14,1845,1588,102,1486,161,84,0,0,12,0,0,0,86.07,5.53,80.54,8.73,4.55,0,0,0.65,0,0,0,1705,0,12,0,54,59,172,49,518,418,423,0,0.7,0,3.17,3.46,10.09,2.87,30.38,24.52,24.81,180300,352,0,12,32,78,111,25,94,0,0,3.41,9.09,22.16,31.53,7.1,26.7,0,1122
